,artist,album,song_name,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
164,Bleachers,Bleachers,Modern Girl,2024-03-08,223100,62,45bMR5YEj1fsOVkcHbVW6s,0.624,0.818,10,-6.771,1,0.0618,0.0487,0.0,0.123,0.889,150.022,audio_features,45bMR5YEj1fsOVkcHbVW6s,spotify:track:45bMR5YEj1fsOVkcHbVW6s,https://api.spotify.com/v1/tracks/45bMR5YEj1fsOVkcHbVW6s,https://api.spotify.com/v1/audio-analysis/45bMR5YEj1fsOVkcHbVW6s,223100,4
165,Kelly Clarkson,chemistry,favorite kind of high,2023-06-23,175247,60,63ZSZznbGQhzJhOHPZ6WkT,0.747,0.802,11,-5.859,1,0.0346,0.0117,0.0102,0.275,0.552,120.012,audio_features,63ZSZznbGQhzJhOHPZ6WkT,spotify:track:63ZSZznbGQhzJhOHPZ6WkT,https://api.spotify.com/v1/tracks/63ZSZznbGQhzJhOHPZ6WkT,https://api.spotify.com/v1/audio-analysis/63ZSZznbGQhzJhOHPZ6WkT,175247,4
166,Lil Nas X,MONTERO,THATS WHAT I WANT,2021-09-17,143901,79,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4
167,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),2021-07-09,141805,82,5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806,4
168,Adele,30,Can I Get It,2021-11-19,210384,69,6w8ZPYdnGajyfPddTWdthN,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,audio_features,6w8ZPYdnGajyfPddTWdthN,spotify:track:6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/tracks/6w8ZPYdnGajyfPddTWdthN,https://api.spotify.com/v1/audio-analysis/6w8ZPYdnGajyfPddTWdthN,210384,4
169,Tom Grennan,Little Bit of Love (Acoustic),Little Bit of Love,2021-01-29,226268,59,78q4ESvMkPVJzHAV11LAGE,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,audio_features,78q4ESvMkPVJzHAV11LAGE,spotify:track:78q4ESvMkPVJzHAV11LAGE,https://api.spotify.com/v1/tracks/78q4ESvMkPVJzHAV11LAGE,https://api.spotify.com/v1/audio-analysis/78q4ESvMkPVJzHAV11LAGE,226268,4
170,Pitbull,Powerful Women,Powerful Women,2024-02-15,165619,65,043trFU53vB0CBmFszufZd,0.808,0.909,6,-4.123,1,0.124,0.0239,0.0,0.0946,0.806,111.996,audio_features,043trFU53vB0CBmFszufZd,spotify:track:043trFU53vB0CBmFszufZd,https://api.spotify.com/v1/tracks/043trFU53vB0CBmFszufZd,https://api.spotify.com/v1/audio-analysis/043trFU53vB0CBmFszufZd,165620,4
171,Tones And I,Welcome To The Madhouse,Fly Away,2021-07-16,178156,69,2zBDKzqa6sdxeI0fC6OWIC,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,audio_features,2zBDKzqa6sdxeI0fC6OWIC,spotify:track:2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/tracks/2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/audio-analysis/2zBDKzqa6sdxeI0fC6OWIC,178157,4
172,P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,2022-11-04,225789,70,6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0,0.0917,0.0273,0.0,0.163,0.769,113.796,audio_features,6sZo5nJIsFWXefRCCexpx0,spotify:track:6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789,4
173,Mae Stephens,If We Ever Broke Up,If We Ever Broke Up,2023-02-10,142758,77,6maTPqynTmrkWIralgGaoP,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,audio_features,6maTPqynTmrkWIralgGaoP,spotify:track:6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/tracks/6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/audio-analysis/6maTPqynTmrkWIralgGaoP,142759,4
174,Nicky Youre,Good Times Go,Sunroof,2023-06-09,163025,82,5YqEzk3C5c3UZ1D5fJUlXA,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,audio_features,5YqEzk3C5c3UZ1D5fJUlXA,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/tracks/5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/audio-analysis/5YqEzk3C5c3UZ1D5fJUlXA,163026,4
175,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),2022-03-04,206070,75,0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4
176,Maroon 5,JORDI (Deluxe),Beautiful Mistakes (feat. Megan Thee Stallion),2021-06-11,227395,77,5zFglKYiknIxks8geR8rcL,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
177,Lost Frequencies,Where Are You Now,Where Are You Now,2021-07-30,148197,79,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4
178,Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),2021-05-21,154983,82,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4
179,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),2022-06-03,192840,81,0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4
180,Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,2022-04-22,176440,86,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3
181,PUBLIC,Make You Mine,Make You Mine,2019-08-09,232906,74,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4
182,George Ezra,Gold Rush Kid,Green Green Grass,2022-06-10,167613,76,4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,audio_features,4N5s8lPTsjI9EGP7K4SXzB,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/tracks/4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/audio-analysis/4N5s8lPTsjI9EGP7K4SXzB,167614,4
183,Em Beihold,Numb Little Bug,Numb Little Bug,2022-01-28,169237,73,3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,audio_features,3o9kpgkIcffx0iSwxhuNI2,spotify:track:3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/tracks/3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/audio-analysis/3o9kpgkIcffx0iSwxhuNI2,169238,4
184,Ritt Momney,Put Your Records On,Put Your Records On,2020-04-24,210463,72,6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4
185,Mitski,The Land Is Inhospitable and So Are We,My Love Mine All Mine,2023-09-15,137773,94,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773,4
186,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,222369,91,6wf7Yu7cxBSPrRlWeSeK0Q,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4
187,Tracy Chapman,Tracy Chapman,Fast Car,1988-04-05,296800,83,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
188,Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,1968,163755,81,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,audio_features,3zBhihYUHBmGd2bcQIobrF,spotify:track:3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,163756,4
189,Lana Del Rey,Chemtrails Over The Country Club,Chemtrails Over The Country Club,2021-03-19,271176,81,7bPWdJgx8vek7S5i5yAtvG,0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,audio_features,7bPWdJgx8vek7S5i5yAtvG,spotify:track:7bPWdJgx8vek7S5i5yAtvG,https://api.spotify.com/v1/tracks/7bPWdJgx8vek7S5i5yAtvG,https://api.spotify.com/v1/audio-analysis/7bPWdJgx8vek7S5i5yAtvG,271177,3
190,Tom Odell,Black Friday,Black Friday,2023-09-22,221510,77,1XTY6rA7XQosc0ynkkE9kN,0.48,0.199,6,-12.398,1,0.0329,0.931,0.0563,0.0978,0.201,165.476,audio_features,1XTY6rA7XQosc0ynkkE9kN,spotify:track:1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/tracks/1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/audio-analysis/1XTY6rA7XQosc0ynkkE9kN,221510,4
191,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,2002-02-26,186251,77,1zNXF2svmdlNxfS5XeNUgr,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,audio_features,1zNXF2svmdlNxfS5XeNUgr,spotify:track:1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/tracks/1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/audio-analysis/1zNXF2svmdlNxfS5XeNUgr,186251,4
192,Kacey Musgraves,Deeper Well,Deeper Well,2024-03-15,232133,77,333XFHKsHU0pOocFzBgrJi,0.587,0.532,0,-7.87,1,0.0278,0.48,0.0,0.179,0.352,110.902,audio_features,333XFHKsHU0pOocFzBgrJi,spotify:track:333XFHKsHU0pOocFzBgrJi,https://api.spotify.com/v1/tracks/333XFHKsHU0pOocFzBgrJi,https://api.spotify.com/v1/audio-analysis/333XFHKsHU0pOocFzBgrJi,232133,4
193,John Lennon,Imagine,Imagine - Remastered 2010,1971-09-09,187866,76,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
194,The Shins,"Oh, Inverted World (20th Anniversary Remaster)",New Slang - 2021 Remaster,2001-06-19,230866,74,0NslHuacjxQYfUTOW3HCIV,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,audio_features,0NslHuacjxQYfUTOW3HCIV,spotify:track:0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/tracks/0NslHuacjxQYfUTOW3HCIV,https://api.spotify.com/v1/audio-analysis/0NslHuacjxQYfUTOW3HCIV,230867,4
195,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",The Sound of Silence - Acoustic Version,1964-10-19,185413,74,5y788ya4NvwhBznoDIcXwK,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413,4
196,Lou Reed,Transformer,Walk On the Wild Side,1972-12-01,254173,72,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,audio_features,5p3JunprHCxClJjOmcLV8G,spotify:track:5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/tracks/5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/audio-analysis/5p3JunprHCxClJjOmcLV8G,254173,4
197,Leon Bridges,Good Thing,Beyond,2018-05-04,240600,72,1Omt5bfz1tZUCqd26HxbS0,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,audio_features,1Omt5bfz1tZUCqd26HxbS0,spotify:track:1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/audio-analysis/1Omt5bfz1tZUCqd26HxbS0,240600,4
198,Maggie Rogers,Heard It In A Past Life,Alaska,2019-01-18,188000,72,4HfLQJtVT1KiX1eVedDyTm,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,audio_features,4HfLQJtVT1KiX1eVedDyTm,spotify:track:4HfLQJtVT1KiX1eVedDyTm,https://api.spotify.com/v1/tracks/4HfLQJtVT1KiX1eVedDyTm,https://api.spotify.com/v1/audio-analysis/4HfLQJtVT1KiX1eVedDyTm,188000,4
199,Bon Iver,"For Emma, Forever Ago",Skinny Love,2008-02-19,238520,72,3B3eOgLJSqPEA0RfboIQVM,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,audio_features,3B3eOgLJSqPEA0RfboIQVM,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4
200,Israel Kamakawiwo'ole,Facing Future,Somewhere Over The Rainbow_What A Wonderful World,1993-11-01,308026,71,25U7raB3ZSszayTYClh4hF,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,audio_features,25U7raB3ZSszayTYClh4hF,spotify:track:25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/tracks/25U7raB3ZSszayTYClh4hF,https://api.spotify.com/v1/audio-analysis/25U7raB3ZSszayTYClh4hF,308027,4
201,Carole King,Tapestry,It's Too Late,1971,233173,71,12q3V8ShACq2PSWINMc2rC,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,audio_features,12q3V8ShACq2PSWINMc2rC,spotify:track:12q3V8ShACq2PSWINMc2rC,https://api.spotify.com/v1/tracks/12q3V8ShACq2PSWINMc2rC,https://api.spotify.com/v1/audio-analysis/12q3V8ShACq2PSWINMc2rC,233173,4
202,Jack Johnson,In Between Dreams,Banana Pancakes,2005-01-01,191906,70,451GvHwY99NKV4zdKPRWmv,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,audio_features,451GvHwY99NKV4zdKPRWmv,spotify:track:451GvHwY99NKV4zdKPRWmv,https://api.spotify.com/v1/tracks/451GvHwY99NKV4zdKPRWmv,https://api.spotify.com/v1/audio-analysis/451GvHwY99NKV4zdKPRWmv,191907,4
203,beabadoobee,Coffee,Coffee,2017-11-04,126824,70,429NtPmr12aypzFH3FkN9l,0.532,0.137,9,-18.208,1,0.0717,0.982,0.962,0.112,0.301,118.734,audio_features,429NtPmr12aypzFH3FkN9l,spotify:track:429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/tracks/429NtPmr12aypzFH3FkN9l,https://api.spotify.com/v1/audio-analysis/429NtPmr12aypzFH3FkN9l,126825,4
204,Cigarettes After Sex,Motion Picture Soundtrack,Motion Picture Soundtrack,2023-12-12,299613,70,3NCQO8ath5huTDMXXtibH6,0.436,0.463,5,-10.589,1,0.0247,0.473,0.942,0.116,0.202,96.223,audio_features,3NCQO8ath5huTDMXXtibH6,spotify:track:3NCQO8ath5huTDMXXtibH6,https://api.spotify.com/v1/tracks/3NCQO8ath5huTDMXXtibH6,https://api.spotify.com/v1/audio-analysis/3NCQO8ath5huTDMXXtibH6,299613,4
205,Bob Dylan,The Freewheelin' Bob Dylan,Blowin' in the Wind,1963-05-27,165426,68,18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,audio_features,18GiV1BaXzPVYpp9rmOg0E,spotify:track:18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/tracks/18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/audio-analysis/18GiV1BaXzPVYpp9rmOg0E,165427,4
206,Stan Getz,Getz/Gilberto (Expanded Edition),The Girl From Ipanema,1964,320253,68,7znjbX9XdoQayIrVNdd50Z,0.653,0.149,10,-17.866,0,0.0392,0.867,0.000983,0.0986,0.481,130.359,audio_features,7znjbX9XdoQayIrVNdd50Z,spotify:track:7znjbX9XdoQayIrVNdd50Z,https://api.spotify.com/v1/tracks/7znjbX9XdoQayIrVNdd50Z,https://api.spotify.com/v1/audio-analysis/7znjbX9XdoQayIrVNdd50Z,320253,4
207,Novo Amor,Bathing Beach,Carry You,2017-05-26,273106,67,0u4rkpmNtgcFxYHepnVF4v,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,audio_features,0u4rkpmNtgcFxYHepnVF4v,spotify:track:0u4rkpmNtgcFxYHepnVF4v,https://api.spotify.com/v1/tracks/0u4rkpmNtgcFxYHepnVF4v,https://api.spotify.com/v1/audio-analysis/0u4rkpmNtgcFxYHepnVF4v,273107,4
208,Ben Howard,Every Kingdom,Old Pine,2011-01-01,328506,67,3CAX47TnPqTujLIQTw8nwI,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,audio_features,3CAX47TnPqTujLIQTw8nwI,spotify:track:3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/tracks/3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/audio-analysis/3CAX47TnPqTujLIQTw8nwI,328507,4
209,Family of the Year,Loma Vista,Hero,2012-07-10,190280,66,1B10XgaxSXRLAFq967oMpF,0.34,0.523,5,-5.81,1,0.0265,0.245,1.07e-05,0.108,0.226,174.705,audio_features,1B10XgaxSXRLAFq967oMpF,spotify:track:1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/tracks/1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/audio-analysis/1B10XgaxSXRLAFq967oMpF,190280,4
210,The Velvet Underground,The Velvet Underground (45th Anniversary),Pale Blue Eyes,1969,339533,66,11VwZwNF29HrqwalYUMitb,0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,audio_features,11VwZwNF29HrqwalYUMitb,spotify:track:11VwZwNF29HrqwalYUMitb,https://api.spotify.com/v1/tracks/11VwZwNF29HrqwalYUMitb,https://api.spotify.com/v1/audio-analysis/11VwZwNF29HrqwalYUMitb,339533,4
211,Hozier,"Wasteland, Baby!",Shrike,2019-03-01,298880,65,083PU4XnYAOMAGVruma3vb,0.506,0.275,7,-8.464,0,0.0292,0.494,0.00377,0.101,0.0639,153.769,audio_features,083PU4XnYAOMAGVruma3vb,spotify:track:083PU4XnYAOMAGVruma3vb,https://api.spotify.com/v1/tracks/083PU4XnYAOMAGVruma3vb,https://api.spotify.com/v1/audio-analysis/083PU4XnYAOMAGVruma3vb,298880,3
212,Faye Webster,Underdressed at the Symphony,Underdressed at the Symphony,2024-03-01,213355,65,2WjEUnzuDhwlFpp9epgtrW,0.599,0.369,4,-10.41,1,0.0275,0.482,5.97e-06,0.116,0.417,118.021,audio_features,2WjEUnzuDhwlFpp9epgtrW,spotify:track:2WjEUnzuDhwlFpp9epgtrW,https://api.spotify.com/v1/tracks/2WjEUnzuDhwlFpp9epgtrW,https://api.spotify.com/v1/audio-analysis/2WjEUnzuDhwlFpp9epgtrW,213356,4
213,Kings of Leon,WALLS,WALLS,2016-10-14,329666,64,41QhRnFDdhMLtR8tmnolbr,0.56,0.32,8,-14.34,1,0.0313,0.505,0.472,0.11,0.107,82.511,audio_features,41QhRnFDdhMLtR8tmnolbr,spotify:track:41QhRnFDdhMLtR8tmnolbr,https://api.spotify.com/v1/tracks/41QhRnFDdhMLtR8tmnolbr,https://api.spotify.com/v1/audio-analysis/41QhRnFDdhMLtR8tmnolbr,329667,4
214,James Blake,Overgrown,Retrograde,2013-04-08,223600,64,2IqjKEBiz0CdLKdkXhxw84,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,audio_features,2IqjKEBiz0CdLKdkXhxw84,spotify:track:2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/tracks/2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/audio-analysis/2IqjKEBiz0CdLKdkXhxw84,223600,4
215,Moriarty,Gee Whiz But This Is a Lonesome Town,Jimmy,2007-10-09,264826,63,6Zw0NBdfr1VlVJjDRFwUe1,0.748,0.305,10,-9.166,0,0.034,0.901,3.11e-06,0.103,0.263,126.149,audio_features,6Zw0NBdfr1VlVJjDRFwUe1,spotify:track:6Zw0NBdfr1VlVJjDRFwUe1,https://api.spotify.com/v1/tracks/6Zw0NBdfr1VlVJjDRFwUe1,https://api.spotify.com/v1/audio-analysis/6Zw0NBdfr1VlVJjDRFwUe1,264827,4
216,Leonard Cohen,Songs Of Leonard Cohen,Suzanne,1967-12-27,229293,63,2L93TdW2GMue1H2zlkt30F,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,audio_features,2L93TdW2GMue1H2zlkt30F,spotify:track:2L93TdW2GMue1H2zlkt30F,https://api.spotify.com/v1/tracks/2L93TdW2GMue1H2zlkt30F,https://api.spotify.com/v1/audio-analysis/2L93TdW2GMue1H2zlkt30F,229293,4
217,CIL,One More Shot (One Take Version),One More Shot,2023-03-03,141184,63,54SXW7yYS36p8rOMFGmcoN,0.765,0.435,8,-6.224,1,0.0381,0.715,0.0,0.0784,0.562,109.969,audio_features,54SXW7yYS36p8rOMFGmcoN,spotify:track:54SXW7yYS36p8rOMFGmcoN,https://api.spotify.com/v1/tracks/54SXW7yYS36p8rOMFGmcoN,https://api.spotify.com/v1/audio-analysis/54SXW7yYS36p8rOMFGmcoN,141184,3
218,Ray LaMontagne,Trouble,Jolene,2004-08-15,250866,63,2fSIF8CJhoc9CJhF9vJDXp,0.588,0.142,7,-15.196,1,0.0329,0.863,0.000162,0.0953,0.288,119.656,audio_features,2fSIF8CJhoc9CJhF9vJDXp,spotify:track:2fSIF8CJhoc9CJhF9vJDXp,https://api.spotify.com/v1/tracks/2fSIF8CJhoc9CJhF9vJDXp,https://api.spotify.com/v1/audio-analysis/2fSIF8CJhoc9CJhF9vJDXp,250867,4
219,Kings of Convenience,Riot On An Empty Street,Misread,2004-01-01,188400,62,3O090PYVo1do7s3PMCoVoz,0.637,0.625,6,-9.783,1,0.0382,0.732,0.509,0.128,0.896,160.748,audio_features,3O090PYVo1do7s3PMCoVoz,spotify:track:3O090PYVo1do7s3PMCoVoz,https://api.spotify.com/v1/tracks/3O090PYVo1do7s3PMCoVoz,https://api.spotify.com/v1/audio-analysis/3O090PYVo1do7s3PMCoVoz,188400,4
